         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lite.py:243(QuantizationMode)
      103    0.000    0.000    0.000    0.000 {function LazyDiscoveryDict.__contains__ at 0x7fa236599e40}
       21    0.000    0.000    0.000    0.000 omero_model_Units_ice.py:41(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v1.py:38(TPUEmbeddingV0)
        1    0.000    0.000    0.000    0.000 guards.py:163(GuardManagerWrapper)
        1    0.000    0.000    0.000    0.000 klass.py:132(ClassMixin)
        2    0.000    0.000    0.000    0.000 config.py:127(_get_single_key)
        1    0.000    0.000    0.000    0.000 tifffile.py:10521(TiffPages)
        1    0.000    0.000    0.000    0.000 __init__.py:266(__init__)
        3    0.000    0.000    0.000    0.000 _internal.py:126(get_log_qnames)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:148(ordered_set)
        1    0.000    0.000    0.000    0.000 cupy_registry.py:22(CupyRegistry)
        1    0.000    0.000    0.000    0.000 annos.py:23(NoValue)
        1    0.000    0.000    0.000    0.000 conv.py:28(Conv1d)
        1    0.000    0.000    0.000    0.000 autoaugment.py:466(AugMix)
       11    0.000    0.000    0.000    0.000 loader.py:345(__setitem__)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 omero_api_JobHandle_ice.py:219(JobHandlePrx)
        1    0.000    0.000    0.000    0.000 validators.py:420(_NumberValidator)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1472(FancyArrowFactory)
        1    0.000    0.000    0.000    0.000 tifffile.py:13248(FileHandle)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        3    0.000    0.000    0.000    0.000 _pyio.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
        2    0.000    0.000    0.000    0.000 mode_keys.py:77(__init__)
        1    0.000    0.000    0.000    0.000 earray.py:31(EArray)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 while_v2_indexed_slices_rewriter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pyio.py:1749(close)
        1    0.000    0.000    0.000    0.000 containers.py:445(MessageMap)
        1    0.000    0.000    0.000    0.000 {built-in method setSizes}
      102    0.000    0.000    0.000    0.000 descriptor_pool.py:1270(Default)
        1    0.000    0.000    0.000    0.000 rprop.py:29(Rprop)
      156    0.000    0.000    0.000    0.000 core.py:809(postParse)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 device_spec.py:315(_string_to_components)
        1    0.000    0.000    0.000    0.000 _classification.py:455(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 random_restart_hill_climbing.py:13(RandomRestartHillClimbingOptimizer)
        1    0.000    0.000    0.000    0.000 functoolz.py:876(has_varargs)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
        1    0.000    0.000    0.000    0.000 pretty.py:166(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:428(MultiWorkerTestBase)
        1    0.000    0.000    0.000    0.000 rnn.py:683(GRU)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        3    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 lazy_placeholder_simplified.py:19(LazyDefaultPlaceholderService)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
        1    0.000    0.000    0.000    0.000 _disjoint_set.py:1(<module>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        3    0.000    0.000    0.000    0.000 numbers.py:1955(__lt__)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
        2    0.000    0.000    0.000    0.000 GradientEditorItem.py:21(dec)
        1    0.000    0.000    0.000    0.000 sparse_tensor.py:48(SparseTensor)
        1    0.000    0.000    0.000    0.000 _ridge.py:872(_BaseRidge)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       25    0.000    0.000    0.000    0.000 {built-in method setBold}
        5    0.000    0.000    0.000    0.000 _config_module.py:589(get_tristate_env)
        6    0.000    0.000    0.000    0.000 {built-in method mapToScene}
        1    0.000    0.000    0.000    0.000 mesh.py:137(_BaseMesh)
       38    0.000    0.000    0.000    0.000 introspection.py:316(allowed_qualifiers)
        5    0.000    0.000    0.000    0.000 terminal_theme.py:20(__init__)
        1    0.000    0.000    0.000    0.000 core.py:103(__diag__)
        8    0.000    0.000    0.000    0.000 deprecations.py:49(getattr)
        1    0.000    0.000    0.000    0.000 cub.py:50(_CubReduceBaseType)
        3    0.000    0.000    0.000    0.000 {built-in method torch._ops.torchvision._cuda_version}
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
        1    0.000    0.000    0.000    0.000 util.py:372(__init__)
        1    0.000    0.000    0.000    0.000 PlotDataItem.py:132(PlotDataItem)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6050(logistic_gen)
       14    0.000    0.000    0.000    0.000 typing.py:478(__getattr__)
        2    0.000    0.000    0.000    0.000 dispatch.py:1246(op_dispatch_handler)
        1    0.000    0.000    0.000    0.000 _environment.py:248(get_cupy_install_path)
        1    0.000    0.000    0.000    0.000 context.py:400(CompiledModuleContext)
        1    0.000    0.000    0.000    0.000 bessel.py:970(yn)
        2    0.000    0.000    0.000    0.000 {built-in method setScene}
       57    0.000    0.000    0.000    0.000 {method 'index' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _make.py:1074(_attach_init)
        1    0.000    0.000    0.000    0.000 indenter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen_symmetric.py:1(<module>)
       24    0.000    0.000    0.000    0.000 omero_model_Units_ice.py:294(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
        1    0.000    0.000    0.000    0.000 radam.py:30(RAdam)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
        1    0.000    0.000    0.000    0.000 stopwatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 api.py:127(_update_debug_special_global)
        1    0.000    0.000    0.000    0.000 constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 absltest.py:138(get_default_test_tmpdir)
        1    0.000    0.000    0.000    0.000 process_tracker.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9086(skewnorm_gen)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        8    0.000    0.000    0.000    0.000 configparser.py:630(sections)
        1    0.000    0.000    0.000    0.000 numbers.py:188(fibonacci)
        1    0.000    0.000    0.000    0.000 tensorflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageItem.py:21(ImageItem)
       14    0.000    0.000    0.000    0.000 path.py:106(__get__)
       82    0.000    0.000    0.000    0.000 argparse.py:206(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:12(with_metaclass)
        4    0.000    0.000    0.000    0.000 format.py:282(descr_to_dtype)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 conv_fused.py:778(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 parameter_form_manager.py:749(register_external_listener)
        2    0.000    0.000    0.000    0.000 {built-in method setChecked}
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4407(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _label.py:697(MultiLabelBinarizer)
       12    0.000    0.000    0.000    0.000 {built-in method brush}
        1    0.000    0.000    0.000    0.000 conv.py:986(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 _available_if.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:480(LSTM)
        1    0.000    0.000    0.000    0.000 _ridge.py:2698(RidgeClassifierCV)
        1    0.000    0.000    0.000    0.000 log_viewer.py:117(create_dark_theme)
        1    0.000    0.000    0.000    0.000 _param_validation.py:676(HasMethods)
        2    0.000    0.000    0.000    0.000 script_object.py:14(deco)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2388(DMF)
       66    0.000    0.000    0.000    0.000 decorators.py:12(_sympifyit)
        2    0.000    0.000    0.000    0.000 __init__.py:319(_connectCleanup)
        1    0.000    0.000    0.000    0.000 _elffile.py:94(interpreter)
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:339(MiniBatchSparsePCA)
        1    0.000    0.000    0.000    0.000 transforms.py:215(_InverseTransform)
       15    0.000    0.000    0.000    0.000 loader.py:219(_is_section_key)
        3    0.000    0.000    0.000    0.000 worksheet.py:149(convert_column_args)
        1    0.000    0.000    0.000    0.000 preview.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:601(AutoHandler)
        1    0.000    0.000    0.000    0.000 _lti_conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
       14    0.000    0.000    0.000    0.000 _make.py:1051(attach_hash)
        2    0.000    0.000    0.000    0.000 _cobyla_py.py:31(synchronized)
        1    0.000    0.000    0.000    0.000 row_partition.py:56(RowPartition)
       24    0.000    0.000    0.000    0.000 argparse.py:248(end_section)
        1    0.000    0.000    0.000    0.000 conv_lstm.py:383(ConvLSTM)
        1    0.000    0.000    0.000    0.000 spiral_optimization.py:11(SpiralOptimization)
        1    0.000    0.000    0.000    0.000 _unsupervised.py:10(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 bessel.py:1036(SphericalHankelBase)
        3    0.000    0.000    0.000    0.000 _shims.py:154(register_shim)
        1    0.000    0.000    0.000    0.000 _multicomp.py:26(DunnettResult)
        1    0.000    0.000    0.000    0.000 _graph.py:258(KNeighborsTransformer)
        1    0.000    0.000    0.000    0.000 argparse.py:1987(take_action)
       68    0.000    0.000    0.000    0.000 numpydoc.py:116(title_pattern)
        5    0.000    0.000    0.000    0.000 log_viewer.py:183(rowCount)
       36    0.000    0.000    0.000    0.000 {built-in method setX}
        1    0.000    0.000    0.000    0.000 _param_validation.py:651(__init__)
        1    0.000    0.000    0.000    0.000 _gaussian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex)
       64    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:418(<lambda>)
        1    0.000    0.000    0.000    0.000 omero_model_OriginalFileAnnotationLink_ice.py:111(OriginalFileAnnotationLinkPrx)
        1    0.000    0.000    0.000    0.000 omero_model_ImagingEnvironment_ice.py:132(ImagingEnvironmentPrx)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
        2    0.000    0.000    0.000    0.000 core.py:3529(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 utils.py:498(__or__)
        6    0.000    0.000    0.000    0.000 _generate_schema.py:2777(create_definition_reference_schema)
       44    0.000    0.000    0.000    0.000 array_methods.py:1063(_forward_method_to_aval)
        1    0.000    0.000    0.000    0.000 omero_model_Event_ice.py:184(EventPrx)
        1    0.000    0.000    0.000    0.000 compiler.py:91(CUDAOptions)
       11    0.000    0.000    0.000    0.000 enum_type_wrapper.py:92(__getattr__)
        1    0.000    0.000    0.000    0.000 api.py:74(ShardedTensorBase)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 ScatterPlotItem.py:334(ScatterPlotItem)
        1    0.000    0.000    0.000    0.000 configurable.py:465(LoggingConfigurable)
        1    0.000    0.000    0.000    0.000 _shrunk_covariance.py:467(LedoitWolf)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:95(DescriptorPool)
        1    0.000    0.000    0.000    0.000 _user_interface.py:1(<module>)
       13    0.000    0.000    0.000    0.000 util.py:685(decorator)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1210(LassoLars)
        1    0.000    0.000    0.000    0.000 particle_swarm_optimization.py:11(ParticleSwarmOptimizer)
        1    0.000    0.000    0.000    0.000 _notification.py:18(Notification)
        1    0.000    0.000    0.000    0.000 iterable.py:183(Sequence)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
       14    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
        1    0.000    0.000    0.000    0.000 _nmf.py:1325(NMF)
        1    0.000    0.000    0.000    0.000 julia.py:48(JuliaCodePrinter)
       31    0.000    0.000    0.000    0.000 doc_typealias.py:24(document)
        1    0.000    0.000    0.000    0.000 {built-in method restoreState}
        2    0.000    0.000    0.000    0.000 custom_ops.py:791(_maybe_get_opdef)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4187(halfcauchy_gen)
       15    0.000    0.000    0.000    0.000 decorator.py:126(doctest_depends_on)
        7    0.000    0.000    0.000    0.000 {built-in method position}
        2    0.000    0.000    0.000    0.000 libmpf.py:987(mpf_rdiv_int)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:29(ParallelBackendBase)
       32    0.000    0.000    0.000    0.000 arraypad.py:33(_slice_at_axis)
        1    0.000    0.000    0.000    0.000 differential_evolution.py:13(DifferentialEvolutionOptimizer)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:366(SwinTransformer3d)
        1    0.000    0.000    0.000    0.000 ps_values.py:373(CachingVariable)
        1    0.000    0.000    0.000    0.000 conv.py:822(ConvTranspose1d)
