         17603381 function calls (16933937 primitive calls) in 69.669 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      415    0.000    0.000    0.001    0.000 __init__.py:1529(info)
        1    0.000    0.000    0.001    0.001 builder_impl.py:474(SavedModelBuilder)
       25    0.000    0.000    0.001    0.000 version.py:65(parse)
      238    0.001    0.000    0.001    0.000 core.py:494(__init__)
        1    0.000    0.000    0.001    0.001 bilateral.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 history.py:596(HistoryManager)
        1    0.000    0.000    0.001    0.001 cache_size.py:1(<module>)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 invoke_subgraph.py:36(__init__)
        1    0.000    0.000    0.001    0.001 access.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cxx_pytree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gen_clustering_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _quickshift.py:1(<module>)
        1    0.000    0.000    0.001    0.001 launch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _finfo.py:153(finfo)
        1    0.000    0.000    0.001    0.001 __init__.py:136(_try_cuda_nvcc_import)
      237    0.000    0.000    0.001    0.000 _signatures.py:605(get_exclude_keywords)
        6    0.000    0.000    0.001    0.000 __init__.py:1090(_embed_signatures)
      545    0.000    0.000    0.001    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.001    0.001 random_crop_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _watershed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gen_checkpoint_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ransac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ask.py:1(<module>)
        1    0.000    0.000    0.001    0.001 training_utils_v1.py:1(<module>)
        1    0.000    0.000    0.001    0.001 flex_attention.py:74(__init__)
        1    0.000    0.000    0.001    0.001 process_tracker.py:1(<module>)
     4586    0.001    0.000    0.001    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.001    0.001 backend_config.py:1(<module>)
       78    0.000    0.000    0.001    0.000 _typing_extra.py:489(_eval_type)
        3    0.000    0.000    0.001    0.000 traverse.py:1(<module>)
      597    0.000    0.000    0.001    0.000 registration.py:160(add)
        1    0.000    0.000    0.001    0.001 distributed_c10d.py:234(Backend)
        1    0.000    0.000    0.001    0.001 spherical_harmonics.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 format_registry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _runtime_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_Image_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 latex.py:1(<module>)
        2    0.000    0.000    0.001    0.000 operations.py:1(<module>)
        1    0.000    0.000    0.001    0.001 boruvka_mst.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
     7773    0.001    0.000    0.001    0.000 Ice.py:202(__hash__)
        1    0.000    0.000    0.001    0.001 random_graphs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _adafactor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _kernel_pca.py:1(<module>)
        1    0.000    0.000    0.001    0.001 codecache.py:3042(CUDACodeCache)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:12(__getattr__)
        1    0.000    0.000    0.001    0.001 pen.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
       12    0.000    0.000    0.001    0.000 magic_arguments.py:101(_fill_text)
        1    0.000    0.000    0.001    0.001 torch_function.py:129(populate_builtin_to_tensor_fn_map)
       60    0.000    0.000    0.001    0.000 Point.py:95(_math_)
        1    0.000    0.000    0.001    0.001 svd.py:1(<module>)
        2    0.000    0.000    0.001    0.000 ViewBoxMenu.py:199(setViewList)
      336    0.000    0.000    0.001    0.000 traitlets.py:507(__init__)
        1    0.000    0.000    0.001    0.001 io_adapter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 radon_transform.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:2709(EntryPoint)
        3    0.000    0.000    0.001    0.000 matching.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tier3.py:1(<module>)
     1299    0.001    0.000    0.001    0.000 __init__.py:678(_set)
        2    0.000    0.000    0.001    0.000 vertex_attrib_binding.py:1(<module>)
        2    0.000    0.000    0.001    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 app.py:139(show_main_window)
     1830    0.000    0.000    0.001    0.000 wrappers.py:353(<lambda>)
        1    0.000    0.000    0.001    0.001 trackable_view.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base_serialization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 path_cache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 code_generator.py:192(CodeGenerator)
        1    0.000    0.000    0.001    0.001 extmath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:153(one_of)
        1    0.000    0.000    0.001    0.001 _metadata_requests.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_LineI.py:25(LineI)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.001    0.001 magics.py:1(<module>)
        1    0.000    0.000    0.001    0.001 orchestrator.py:395(PipelineOrchestrator)
        1    0.000    0.000    0.001    0.001 _function_transformer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _version_info.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interpreter.py:23(Interpreter)
        1    0.000    0.000    0.001    0.001 fsdp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _find_contours.py:1(<module>)
       33    0.000    0.000    0.001    0.000 <frozen _collections_abc>:974(update)
        1    0.000    0.000    0.001    0.001 realfield.py:1(<module>)
      284    0.000    0.000    0.001    0.000 platform.py:978(system)
        1    0.000    0.000    0.001    0.001 omero_model_ImageI.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actiongroup.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:511(FrameInfo)
        1    0.000    0.000    0.001    0.001 _external_property_file_reference.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_FilterTypeI.py:1(<module>)
        8    0.000    0.000    0.001    0.000 configparser.py:974(_read)
        1    0.000    0.000    0.001    0.001 _store_backends.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tool_component_reference.py:1(<module>)
       16    0.000    0.000    0.001    0.000 arraypad.py:533(pad)
       25    0.000    0.000    0.001    0.000 version.py:292(__init__)
       12    0.000    0.000    0.001    0.000 _backport_slots.py:20(dataclass_slots)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:94(Iterator)
        2    0.000    0.000    0.001    0.000 tree_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 maxvit.py:1(<module>)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_PointI.py:25(PointI)
       34    0.000    0.000    0.001    0.000 imaging.py:12(_f)
        1    0.000    0.000    0.001    0.001 omero_model_FilesetI.py:1(<module>)
        2    0.000    0.000    0.001    0.000 v3.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runtime_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trace.py:39(TraceType)
        5    0.000    0.000    0.001    0.000 extension_type.py:941(_add_extension_type_constructor)
       26    0.000    0.000    0.001    0.000 argparse.py:1674(__init__)
        1    0.000    0.000    0.001    0.001 SpinBox.py:1(<module>)
        1    0.000    0.000    0.001    0.001 monkey.py:72(patch_all)
        1    0.000    0.000    0.001    0.001 fake_utils.py:1(<module>)
      628    0.001    0.000    0.001    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.001    0.001 backbone_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 metrics_context.py:1(<module>)
      543    0.000    0.000    0.001    0.000 _pslinux.py:1669(__init__)
        1    0.000    0.000    0.001    0.001 omero_model_Instrument_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 convnext.py:1(<module>)
        2    0.000    0.000    0.001    0.000 distribution_lib.py:1(<module>)
      813    0.000    0.000    0.001    0.000 __init__.py:1000(<lambda>)
        1    0.000    0.000    0.001    0.001 stdlib.py:1(<module>)
       29    0.000    0.000    0.001    0.000 lazywrapper.py:20(wrap)
       89    0.000    0.000    0.001    0.000 utils.py:61(reverse_dict)
        1    0.000    0.000    0.001    0.001 partitioned_variables.py:1(<module>)
       31    0.000    0.000    0.001    0.000 __init__.py:1292(__init__)
      120    0.000    0.000    0.001    0.000 utils.py:39(standard_primitive)
        9    0.000    0.000    0.001    0.000 sparse_ops.py:3658(__init__)
        1    0.000    0.000    0.001    0.001 eager_function_run.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
      244    0.001    0.000    0.001    0.000 signature_analyzer.py:952(_resolve_lazy_dataclass_for_docs)
        1    0.000    0.000    0.001    0.001 _ltisys.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _show_versions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_Units_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tensor_array_ops.py:971(TensorArray)
     1382    0.000    0.000    0.001    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.001    0.001 code_template.py:1(<module>)
        1    0.000    0.000    0.001    0.001 default.py:1(<module>)
        1    0.000    0.000    0.001    0.001 example_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:1(<module>)
      490    0.001    0.000    0.001    0.000 {built-in method scene}
        1    0.000    0.000    0.001    0.001 guards.py:2118(PyExprCSEPass)
        1    0.000    0.000    0.001    0.001 _tier6.py:1(<module>)
        1    0.000    0.000    0.001    0.001 coordinator_context.py:1(<module>)
       64    0.000    0.000    0.001    0.000 common.py:37(wrapper)
       66    0.000    0.000    0.001    0.000 decorators.py:35(deco)
        2    0.001    0.000    0.001    0.000 _mock_val_ser.py:91(__getattr__)
    28/20    0.000    0.000    0.001    0.000 GraphicsItem.py:531(_replaceView)
        1    0.000    0.000    0.001    0.001 clip_grad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_Plate_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 openpy.py:1(<module>)
     1055    0.000    0.000    0.001    0.000 __init__.py:42(<lambda>)
        1    0.000    0.000    0.001    0.001 monokai.py:1(<module>)
        2    0.000    0.000    0.001    0.000 shader_storage_buffer_object.py:1(<module>)
        1    0.000    0.000    0.001    0.001 system_monitor_core.py:56(__init__)
        1    0.000    0.000    0.001    0.001 forwardprop.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
      771    0.001    0.000    0.001    0.000 backends.py:1842(_make_doc)
        4    0.000    0.000    0.001    0.000 flags.py:39(_wrap_define_function)
      207    0.000    0.000    0.001    0.000 np_utils.py:319(_add_np_doc)
     1779    0.001    0.000    0.001    0.000 typing.py:487(__repr__)
        1    0.000    0.000    0.001    0.001 datetimes.py:106(DatetimeIndex)
       19    0.000    0.000    0.001    0.000 types.py:66(new_class)
      4/3    0.000    0.000    0.001    0.000 baseplatform.py:18(__get__)
        1    0.000    0.000    0.001    0.001 gen_decode_proto_ops.py:1(<module>)
        2    0.000    0.000    0.001    0.000 PlotItem.py:638(addLegend)
        1    0.000    0.000    0.001    0.001 tpu_feed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tfprof_log_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_model_Fileset_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interactiveshell.py:203(TerminalInteractiveShell)
        1    0.000    0.000    0.001    0.001 _expm_multiply.py:1(<module>)
   193/93    0.000    0.000    0.001    0.000 core.py:1956(__str__)
        4    0.000    0.000    0.001    0.000 PlotCurveItem.py:117(__init__)
       49    0.000    0.000    0.001    0.000 named_commands.py:43(decorator)
       92    0.000    0.000    0.001    0.000 core.py:2408(__init__)
        1    0.000    0.000    0.001    0.001 keypoint_rcnn.py:1(<module>)
       85    0.000    0.000    0.001    0.000 inspect.py:2918(apply_defaults)
        1    0.000    0.000    0.001    0.001 omero_model_Pixels_ice.py:1(<module>)
        1    0.000    0.000    0.001    0.001 structured_tensor.py:53(StructuredTensor)
        1    0.000    0.000    0.001    0.001 distribution.py:272(Distribution)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _jit_internal.py:126(_qualified_name)
       73    0.000    0.000    0.001    0.000 openhcs_registry.py:327(_extract_function_docstring)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_api_Search_ice.py:1(<module>)
        5    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
      422    0.000    0.000    0.001    0.000 _util.py:399(<genexpr>)
        1    0.000    0.000    0.001    0.001 datapipes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 socketserver.py:1(<module>)
      170    0.000    0.000    0.001    0.000 _config.py:63(set_config)
        1    0.000    0.000    0.001    0.001 _process_common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dtypes.py:1164(IntervalDtype)
        1    0.000    0.000    0.001    0.001 Ice_Properties_ice.py:1(<module>)
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
        1    0.000    0.000    0.001    0.001 tbtools.py:283(FrameInfo)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 object_array.py:1(<module>)
       48    0.000    0.000    0.001    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.001    0.001 collective_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 wrap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 function_cache.py:1(<module>)
        2    0.000    0.000    0.001    0.000 framework.py:166(create_openhcs_default_configuration)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:4027(get_distribution_names)
        1    0.000    0.000    0.001    0.001 while_loop.py:29(__init__)
        1    0.000    0.000    0.001    0.001 _multiformat_message_string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parameters.py:1(<module>)
       11    0.000    0.000    0.001    0.000 ragged_operators.py:252(_right)
        1    0.000    0.000    0.001    0.001 _rgi.py:1(<module>)
       16    0.000    0.000    0.001    0.000 generic_utils.py:1100(to_snake_case)
        2    0.000    0.000    0.001    0.000 compute_shader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bincount_ops.py:1(<module>)
     2359    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.001    0.001    0.001    0.001 _emoji_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trf_linear.py:1(<module>)
      393    0.000    0.000    0.001    0.000 deprecation.py:111(_validate_deprecation_args)
        1    0.000    0.000    0.001    0.001 dataset_autograph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 omero_API_ice.py:1(<module>)
       88    0.000    0.000    0.001    0.000 _pytree.py:198(register_pytree_node)
        2    0.000    0.000    0.001    0.000 object_identity.py:1(<module>)
       79    0.000    0.000    0.001    0.000 inspect.py:420(iscoroutinefunction)
        1    0.000    0.000    0.001    0.001 _linesearch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:639(PlotAccessor)
  103/102    0.000    0.000    0.001    0.000 cache.py:69(wrapper)
        8    0.000    0.000    0.001    0.000 config.py:504(optional_enum_state)
       94    0.000    0.000    0.001    0.000 WidgetGroup.py:240(readWidget)
      964    0.001    0.000    0.001    0.000 {built-in method data}
        1    0.000    0.000    0.001    0.001 code_template.py:21(CodeTemplate)
      170    0.000    0.000    0.001    0.000 tf_export.py:333(export_constant)
        1    0.000    0.000    0.001    0.001 fuzzy_completer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 codecache.py:3127(ROCmCodeCache)
        1    0.000    0.000    0.001    0.001 swa_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
       49    0.000    0.000    0.001    0.000 core.py:131(get_object_signature)
     10/4    0.000    0.000    0.001    0.000 core.py:4409(streamline)
        1    0.000    0.000    0.001    0.001 _relative_risk.py:1(<module>)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:842(copy)
        1    0.000    0.000    0.001    0.001 dataloader.py:130(DataLoader)
       13    0.000    0.000    0.001    0.000 _defines.py:471(DEFINE_boolean)
        1    0.000    0.000    0.001    0.001 portalocker.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _matfuncs_sqrtm.py:1(<module>)
       64    0.000    0.000    0.001    0.000 common.py:43(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.001    0.001 gpu_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 reduction_metrics.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:109(_init)
        1    0.000    0.000    0.001    0.001 scan.py:229(__init__)
       27    0.000    0.000    0.001    0.000 ufunc.py:4(create_math_ufunc)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:660(OwnedIterator)
       62    0.000    0.000    0.001    0.000 coroutines.py:20(iscoroutinefunction)
        1    0.000    0.000    0.001    0.001 training_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tier5.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageFilter.py:1(<module>)
      310    0.000    0.000    0.001    0.000 parameter_type_utils.py:24(is_optional)
      601    0.000    0.000    0.001    0.000 registration.py:136(__init__)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1595(_array_str_implementation)
        2    0.000    0.000    0.001    0.000 genetic_algorithm.py:1(<module>)
       66    0.000    0.000    0.001    0.000 decorators.py:41(__sympifyit)
        1    0.000    0.000    0.001    0.001 tensor_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _loop.py:1(<module>)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _jax_routines.py:211(LadmapFit)
        1    0.000    0.000    0.001    0.001 monkey.py:93(_patch_distribution_metadata)
        1    0.000    0.000    0.001    0.001 _fix.py:1(<module>)
      205    0.000    0.000    0.001    0.000 _docscrape.py:182(_strip)
        1    0.000    0.000    0.001    0.001 debugger.py:120(QuantizationDebugger)
        1    0.000    0.000    0.001    0.001 trt_convert.py:1076(TrtGraphConverterV2)
        1    0.000    0.000    0.000    0.000 omero_model_ShareI.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_image_preprocessing_layer.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _backport_slots.py:45(_add_slots)
        1    0.000    0.000    0.000    0.000 image_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _typing_extra.py:274(_type_convert)
        1    0.000    0.000    0.000    0.000 _functional_tensor.py:1(<module>)
        3    0.000    0.000    0.000    0.000 generate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mist_main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 my_getattr_static.py:1(<module>)
        1    0.000    0.000    0.000    0.000 net_min_base.py:89(_MinimizerBase)
        1    0.000    0.000    0.000    0.000 functional_call.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:24(attach)
        1    0.000    0.000    0.000    0.000 omero_model_LightPath_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 save_util_v1.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _defines.py:407(DEFINE_string)
        1    0.000    0.000    0.000    0.000 _flat_param.py:469(FlatParamHandle)
        1    0.000    0.000    0.000    0.000 omero_model_PolylineI.py:25(PolylineI)
       15    0.000    0.000    0.000    0.000 text.py:358(dedent)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:1(<module>)
        2    0.000    0.000    0.000    0.000 validation.py:64(validate_syntax)
     1190    0.000    0.000    0.000    0.000 {built-in method torch._C._add_docstr}
      519    0.000    0.000    0.000    0.000 {built-in method time.time}
        8    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
      547    0.000    0.000    0.000    0.000 _tensor_docs.py:9(add_docstr_all)
        1    0.000    0.000    0.000    0.000 sync_replicas_optimizer.py:1(<module>)
      123    0.000    0.000    0.000    0.000 _ops.py:734(__str__)
        1    0.000    0.000    0.000    0.000 timeline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 IceGrid_Observer_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _max_len_seq.py:1(<module>)
      263    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 fuse_modules.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing_objects.py:104(_compile_isinstance_check_function)
       56    0.000    0.000    0.000    0.000 decorators.py:305(sig_ident)
        1    0.000    0.000    0.000    0.000 ops.py:302(_EagerTensorBase)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
       18    0.000    0.000    0.000    0.000 GraphicsView.py:205(updateMatrix)
        2    0.000    0.000    0.000    0.000 ctypesloader.py:17(loadLibrary)
     2117    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
        1    0.000    0.000    0.000    0.000 zfpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        1    0.000    0.000    0.000    0.000 _forward_ref.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        2    0.000    0.000    0.000    0.000 plotConfigTemplate_generic.py:144(retranslateUi)
      343    0.000    0.000    0.000    0.000 _docscrape.py:428(_str_indent)
        1    0.000    0.000    0.000    0.000 _decorators_v1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Ice_Instrumentation_ice.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1518(__mul__)
        1    0.000    0.000    0.000    0.000 displaypub.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
       49    0.000    0.000    0.000    0.000 decompositions.py:56(type_casts)
        1    0.000    0.000    0.000    0.000 _complex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_viewer.py:2205(_scan_for_server_logs)
       27    0.000    0.000    0.000    0.000 core.py:5818(__init__)
        1    0.000    0.000    0.000    0.000 pywrap_sanitizers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressor.py:1(<module>)
       61    0.000    0.000    0.000    0.000 _set_output.py:311(_wrap_method_output)
        1    0.000    0.000    0.000    0.000 device_mesh.py:379(DeviceMesh)
        1    0.000    0.000    0.000    0.000 ewm.py:133(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 performance_monitor.py:1(<module>)
        8    0.000    0.000    0.000    0.000 colors.py:2563(make_norm_from_scale)
       23    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
      259    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
      329    0.000    0.000    0.000    0.000 api_util.py:547(_assert_no_intersection)
        1    0.000    0.000    0.000    0.000 gen_sendrecv_ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ctypesloader.py:39(_loadLibraryPosix)
        1    0.000    0.000    0.000    0.000 deprecations.py:1(<module>)
        2    0.000    0.000    0.000    0.000 texture_storage_multisample.py:1(<module>)
        2    0.000    0.000    0.000    0.000 json_utils.py:1(<module>)
       41    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
     1625    0.000    0.000    0.000    0.000 inspect.py:492(iscode)
        1    0.000    0.000    0.000    0.000 _property_bag.py:1(<module>)
       19    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ES3_compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solves.py:1(<module>)
       98    0.000    0.000    0.000    0.000 traitlets.py:2248(__init__)
        1    0.000    0.000    0.000    0.000 type_spec.py:49(TypeSpec)
        4    0.000    0.000    0.000    0.000 ScatterPlotItem.py:421(setData)
        1    0.000    0.000    0.000    0.000 Ice_InstrumentationF_ice.py:1(<module>)
     3080    0.000    0.000    0.000    0.000 conversions.py:104(__init__)
       30    0.000    0.000    0.000    0.000 parameter_form_service.py:371(extract_nested_parameters)
        1    0.000    0.000    0.000    0.000 separable_conv1d.py:1(<module>)
      259    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:42(Gamma)
       88    0.000    0.000    0.000    0.000 _cxx_pytree.py:219(_private_register_pytree_node)
        1    0.000    0.000    0.000    0.000 _lof.py:1(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
      335    0.000    0.000    0.000    0.000 _metadata_requests.py:340(add_request)
   156/52    0.000    0.000    0.000    0.000 GraphicsScene.py:422(absZValue)
        1    0.000    0.000    0.000    0.000 _perceptron.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_FileAnnotationI.py:25(FileAnnotationI)
      972    0.000    0.000    0.000    0.000 {built-in method isSolid}
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3115(StrategyExtendedV1)
       42    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
       11    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
      807    0.000    0.000    0.000    0.000 __init__.py:698(_get)
        1    0.000    0.000    0.000    0.000 omero_model_PlateAcquisition_ice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_fp.py:18(__init__)
        1    0.000    0.000    0.000    0.000 vf2pp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combinations.py:1(<module>)
       37    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 jax_nlm_processor.py:1(<module>)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
        2    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _defines.py:88(DEFINE)
        2    0.000    0.000    0.000    0.000 base_instance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omero_model_LogicalChannelI.py:25(LogicalChannelI)
        1    0.000    0.000    0.000    0.000 omero_model_ExperimentTypeI.py:25(ExperimentTypeI)
       28    0.000    0.000    0.000    0.000 _sources.py:38(normalize_source_lines)
        1    0.000    0.000    0.000    0.000 symbolic_opset18.py:1(<module>)
